geo_accession,split,species
GSM3712395,TRAIN,HUMAN
GSM3712963,TRAIN,HUMAN
GSM3713507,TRAIN,HUMAN
GSM3713756,TRAIN,HUMAN
GSM3715542,TRAIN,HUMAN
GSM3718148,TRAIN,HUMAN
GSM3720379,TRAIN,HUMAN
GSM3721376,TRAIN,HUMAN
GSM3722331,TRAIN,HUMAN
GSM3722333,TRAIN,HUMAN
GSM3722337,TRAIN,HUMAN
GSM3722446,TRAIN,HUMAN
GSM3722700,TRAIN,HUMAN
GSM3723214,TRAIN,HUMAN
GSM3723243,TRAIN,HUMAN
GSM3723337,TRAIN,HUMAN
GSM3723967,TRAIN,HUMAN
GSM3724008,TRAIN,HUMAN
GSM3724011,TRAIN,HUMAN
GSM3724013,TRAIN,HUMAN
GSM3724087,TRAIN,HUMAN
GSM3724132,TRAIN,HUMAN
GSM3728112,TRAIN,HUMAN
GSM3728398,TRAIN,HUMAN
GSM3728402,TRAIN,HUMAN
GSM3728703,TRAIN,HUMAN
GSM3728928,TRAIN,HUMAN
GSM3730812,TRAIN,HUMAN
GSM3730982,TRAIN,HUMAN
GSM3731535,TRAIN,HUMAN
GSM3731642,TRAIN,HUMAN
GSM3732876,TRAIN,HUMAN
GSM3732972,TRAIN,HUMAN
GSM3733029,TRAIN,HUMAN
GSM3733265,TRAIN,HUMAN
GSM3733270,TRAIN,HUMAN
GSM3734163,TRAIN,HUMAN
GSM3734165,TRAIN,HUMAN
GSM3735397,TRAIN,HUMAN
GSM3735558,TRAIN,HUMAN
GSM3736418,TRAIN,HUMAN
GSM3736577,TRAIN,HUMAN
GSM3736595,TRAIN,HUMAN
GSM3736828,TRAIN,HUMAN
GSM3736869,TRAIN,HUMAN
GSM3737464,TRAIN,HUMAN
GSM3737469,TRAIN,HUMAN
GSM3738737,TRAIN,HUMAN
GSM3738985,TRAIN,HUMAN
GSM3741499,TRAIN,HUMAN
GSM3741725,TRAIN,HUMAN
GSM3741735,TRAIN,HUMAN
GSM3741753,TRAIN,HUMAN
GSM3744018,TRAIN,HUMAN
GSM3744452,TRAIN,HUMAN
GSM3744664,TRAIN,HUMAN
GSM3745959,TRAIN,HUMAN
GSM3745973,TRAIN,HUMAN
GSM3746300,TRAIN,HUMAN
GSM3747768,TRAIN,HUMAN
GSM3752486,TRAIN,HUMAN
GSM3752529,TRAIN,HUMAN
GSM3752689,TRAIN,HUMAN
GSM3753380,TRAIN,HUMAN
GSM3753501,TRAIN,HUMAN
GSM3754116,TRAIN,HUMAN
GSM3754131,TRAIN,HUMAN
GSM3755582,TRAIN,HUMAN
GSM3755586,TRAIN,HUMAN
GSM3755601,TRAIN,HUMAN
GSM3757112,TRAIN,HUMAN
GSM3758032,TRAIN,HUMAN
GSM3762525,TRAIN,HUMAN
GSM3762713,TRAIN,HUMAN
GSM3762771,TRAIN,HUMAN
GSM3762790,TRAIN,HUMAN
GSM3762926,TRAIN,HUMAN
GSM3763458,TRAIN,HUMAN
GSM3768070,TRAIN,HUMAN
GSM3769194,TRAIN,HUMAN
GSM3770655,TRAIN,HUMAN
GSM3770866,TRAIN,HUMAN
GSM3770952,TRAIN,HUMAN
GSM3771258,TRAIN,HUMAN
GSM3774157,TRAIN,HUMAN
GSM3775753,TRAIN,HUMAN
GSM3782942,TRAIN,HUMAN
GSM3782944,TRAIN,HUMAN
GSM3783570,TRAIN,HUMAN
GSM3783639,TRAIN,HUMAN
GSM3785268,TRAIN,HUMAN
GSM3785274,TRAIN,HUMAN
GSM3785276,TRAIN,HUMAN
GSM3785437,TRAIN,HUMAN
GSM3785447,TRAIN,HUMAN
GSM3785449,TRAIN,HUMAN
GSM3785752,TRAIN,HUMAN
GSM3790107,TRAIN,HUMAN
GSM3790108,TRAIN,HUMAN
GSM3790281,TRAIN,HUMAN
GSM3790312,TRAIN,HUMAN
GSM3790314,TRAIN,HUMAN
GSM3790389,TRAIN,HUMAN
GSM3790454,TRAIN,HUMAN
GSM3790493,TRAIN,HUMAN
GSM3790775,TRAIN,HUMAN
GSM3790786,TRAIN,HUMAN
GSM3791294,TRAIN,HUMAN
GSM3791732,TRAIN,HUMAN
GSM3801029,TRAIN,HUMAN
GSM3814342,TRAIN,HUMAN
GSM3814347,TRAIN,HUMAN
GSM3814766,TRAIN,HUMAN
GSM3814805,TRAIN,HUMAN
GSM3819884,TRAIN,HUMAN
GSM3820035,TRAIN,HUMAN
GSM3828735,TRAIN,HUMAN
GSM3828925,TRAIN,HUMAN
GSM3831451,TRAIN,HUMAN
GSM3834533,TRAIN,HUMAN
GSM3836755,TRAIN,HUMAN
GSM3839785,TRAIN,HUMAN
GSM3852903,TRAIN,HUMAN
GSM3853944,TRAIN,HUMAN
GSM3853973,TRAIN,HUMAN
GSM3854020,TRAIN,HUMAN
GSM3854888,TRAIN,HUMAN
GSM3855408,TRAIN,HUMAN
GSM3855424,TRAIN,HUMAN
GSM3855750,TRAIN,HUMAN
GSM3856514,TRAIN,HUMAN
GSM3856529,TRAIN,HUMAN
GSM3856605,TRAIN,HUMAN
GSM3860885,TRAIN,HUMAN
GSM3860991,TRAIN,HUMAN
GSM3861346,TRAIN,HUMAN
GSM3861685,TRAIN,HUMAN
GSM3864928,TRAIN,HUMAN
GSM3868461,TRAIN,HUMAN
GSM3868597,TRAIN,HUMAN
GSM3872460,TRAIN,HUMAN
GSM3874645,TRAIN,HUMAN
GSM3882344,TRAIN,HUMAN
GSM3890767,TRAIN,HUMAN
GSM3890876,TRAIN,HUMAN
GSM3891892,TRAIN,HUMAN
GSM3891903,TRAIN,HUMAN
GSM3892186,TRAIN,HUMAN
GSM3893323,TRAIN,HUMAN
GSM3893433,TRAIN,HUMAN
GSM3893536,TRAIN,HUMAN
GSM3893564,TRAIN,HUMAN
GSM3893600,TRAIN,HUMAN
GSM3893629,TRAIN,HUMAN
GSM3893631,TRAIN,HUMAN
GSM3895133,TRAIN,HUMAN
GSM3895270,TRAIN,HUMAN
GSM3896862,TRAIN,HUMAN
GSM3897042,TRAIN,HUMAN
GSM3897515,TRAIN,HUMAN
GSM3897555,TRAIN,HUMAN
GSM3897655,TRAIN,HUMAN
GSM3897656,TRAIN,HUMAN
GSM3898078,TRAIN,HUMAN
GSM3898296,TRAIN,HUMAN
GSM3898431,TRAIN,HUMAN
GSM3898612,TRAIN,HUMAN
GSM3899094,TRAIN,HUMAN
GSM3899097,TRAIN,HUMAN
GSM3899592,TRAIN,HUMAN
GSM3899773,TRAIN,HUMAN
GSM3900045,TRAIN,HUMAN
GSM3900698,TRAIN,HUMAN
GSM3900700,TRAIN,HUMAN
GSM3900901,TRAIN,HUMAN
GSM3900905,TRAIN,HUMAN
GSM3901050,TRAIN,HUMAN
GSM3901554,TRAIN,HUMAN
GSM3902047,TRAIN,HUMAN
GSM3904379,TRAIN,HUMAN
GSM3904856,TRAIN,HUMAN
GSM3905359,TRAIN,HUMAN
GSM3905582,TRAIN,HUMAN
GSM3906115,TRAIN,HUMAN
GSM3906630,TRAIN,HUMAN
GSM3906708,TRAIN,HUMAN
GSM3906842,TRAIN,HUMAN
GSM3906883,TRAIN,HUMAN
GSM3906908,TRAIN,HUMAN
GSM3906979,TRAIN,HUMAN
GSM3906980,TRAIN,HUMAN
GSM3907052,TRAIN,HUMAN
GSM3907108,TRAIN,HUMAN
GSM3908158,TRAIN,HUMAN
GSM3910414,TRAIN,HUMAN
GSM3912194,TRAIN,HUMAN
GSM3912742,TRAIN,HUMAN
GSM3913635,TRAIN,HUMAN
GSM3913680,TRAIN,HUMAN
GSM3914573,TRAIN,HUMAN
GSM3914622,TRAIN,HUMAN
GSM3914671,TRAIN,HUMAN
GSM3914686,TRAIN,HUMAN
GSM3926261,TRAIN,HUMAN
GSM3926717,TRAIN,HUMAN
GSM3926734,TRAIN,HUMAN
GSM3926781,TRAIN,HUMAN
GSM3926824,TRAIN,HUMAN
GSM3927754,TRAIN,HUMAN
GSM3927755,TRAIN,HUMAN
GSM3929394,TRAIN,HUMAN
GSM3929432,TRAIN,HUMAN
GSM3930204,TRAIN,HUMAN
GSM3930207,TRAIN,HUMAN
GSM3930455,TRAIN,HUMAN
GSM3931561,TRAIN,HUMAN
GSM3936234,TRAIN,HUMAN
GSM3937858,TRAIN,HUMAN
GSM3937952,TRAIN,HUMAN
GSM3938591,TRAIN,HUMAN
GSM3941526,TRAIN,HUMAN
GSM3942131,TRAIN,HUMAN
GSM3942143,TRAIN,HUMAN
GSM3943984,TRAIN,HUMAN
GSM3944632,TRAIN,HUMAN
GSM3945702,TRAIN,HUMAN
GSM3946290,TRAIN,HUMAN
GSM3946321,TRAIN,HUMAN
GSM3948500,TRAIN,HUMAN
GSM3949278,TRAIN,HUMAN
GSM3949280,TRAIN,HUMAN
GSM3953340,TRAIN,HUMAN
GSM3956140,TRAIN,HUMAN
GSM3956229,TRAIN,HUMAN
GSM3956250,TRAIN,HUMAN
GSM3956943,TRAIN,HUMAN
GSM3960652,TRAIN,HUMAN
GSM3960707,TRAIN,HUMAN
GSM3960777,TRAIN,HUMAN
GSM3962552,TRAIN,HUMAN
GSM3965162,TRAIN,HUMAN
GSM3972330,TRAIN,HUMAN
GSM3972345,TRAIN,HUMAN
GSM3972365,TRAIN,HUMAN
GSM3976114,TRAIN,HUMAN
GSM3976504,TRAIN,HUMAN
GSM3976593,TRAIN,HUMAN
GSM3978708,TRAIN,HUMAN
GSM3981657,TRAIN,HUMAN
GSM3983152,TRAIN,HUMAN
GSM3983168,TRAIN,HUMAN
GSM3983628,TRAIN,HUMAN
GSM3984181,TRAIN,HUMAN
GSM3985844,TRAIN,HUMAN
GSM3989597,TRAIN,HUMAN
GSM3993176,TRAIN,HUMAN
GSM3993265,TRAIN,HUMAN
GSM3993281,TRAIN,HUMAN
GSM3993290,TRAIN,HUMAN
GSM3993291,TRAIN,HUMAN
GSM3995054,TRAIN,HUMAN
GSM3995370,TRAIN,HUMAN
GSM3995407,TRAIN,HUMAN
GSM3995429,TRAIN,HUMAN
GSM3998203,TRAIN,HUMAN
GSM3998250,TRAIN,HUMAN
GSM3998300,TRAIN,HUMAN
GSM4002977,TRAIN,HUMAN
GSM4006893,TRAIN,HUMAN
GSM4006979,TRAIN,HUMAN
GSM4007052,TRAIN,HUMAN
GSM4007113,TRAIN,HUMAN
GSM4007167,TRAIN,HUMAN
GSM4008488,TRAIN,HUMAN
GSM4008566,TRAIN,HUMAN
GSM4008592,TRAIN,HUMAN
GSM4008602,TRAIN,HUMAN
GSM4008610,TRAIN,HUMAN
GSM4009006,TRAIN,HUMAN
GSM4010341,TRAIN,HUMAN
GSM4010677,TRAIN,HUMAN
GSM4012511,TRAIN,HUMAN
GSM4012558,TRAIN,HUMAN
GSM4012642,TRAIN,HUMAN
GSM4013209,TRAIN,HUMAN
GSM4013298,TRAIN,HUMAN
GSM4015465,TRAIN,HUMAN
GSM4015475,TRAIN,HUMAN
GSM4015505,TRAIN,HUMAN
GSM4017035,TRAIN,HUMAN
GSM4017071,TRAIN,HUMAN
GSM4023651,TRAIN,HUMAN
GSM4024067,TRAIN,HUMAN
GSM4025132,TRAIN,HUMAN
GSM4026450,TRAIN,HUMAN
GSM4026466,TRAIN,HUMAN
GSM4026507,TRAIN,HUMAN
GSM4029680,TRAIN,HUMAN
GSM4029756,TRAIN,HUMAN
GSM4029858,TRAIN,HUMAN
GSM4029993,TRAIN,HUMAN
GSM4030300,TRAIN,HUMAN
GSM4030432,TRAIN,HUMAN
GSM4034956,TRAIN,HUMAN
GSM4034959,TRAIN,HUMAN
GSM4035481,TRAIN,HUMAN
GSM4037048,TRAIN,HUMAN
GSM4037052,TRAIN,HUMAN
GSM4037142,TRAIN,HUMAN
GSM4038629,TRAIN,HUMAN
GSM4038635,TRAIN,HUMAN
GSM4041781,TRAIN,HUMAN
GSM4042516,TRAIN,HUMAN
GSM4042692,TRAIN,HUMAN
GSM4043780,TRAIN,HUMAN
GSM4043821,TRAIN,HUMAN
GSM4043966,TRAIN,HUMAN
GSM4046822,TRAIN,HUMAN
GSM4047465,TRAIN,HUMAN
GSM4047552,TRAIN,HUMAN
GSM4048179,TRAIN,HUMAN
GSM4048225,TRAIN,HUMAN
GSM4048250,TRAIN,HUMAN
GSM4049356,TRAIN,HUMAN
GSM4049370,TRAIN,HUMAN
GSM4050781,TRAIN,HUMAN
GSM4051659,TRAIN,HUMAN
GSM4052880,TRAIN,HUMAN
GSM4054770,TRAIN,HUMAN
GSM4054921,TRAIN,HUMAN
GSM4055026,TRAIN,HUMAN
GSM4056787,TRAIN,HUMAN
GSM4056882,TRAIN,HUMAN
GSM4058186,TRAIN,HUMAN
GSM4058398,TRAIN,HUMAN
GSM4058400,TRAIN,HUMAN
GSM4058574,TRAIN,HUMAN
GSM4058850,TRAIN,HUMAN
GSM4059325,TRAIN,HUMAN
GSM4059584,TRAIN,HUMAN
GSM4061228,TRAIN,HUMAN
GSM4061724,TRAIN,HUMAN
GSM4063550,TRAIN,HUMAN
GSM4063807,TRAIN,HUMAN
GSM4064158,TRAIN,HUMAN
GSM4065592,TRAIN,HUMAN
GSM4066077,TRAIN,HUMAN
GSM4066089,TRAIN,HUMAN
GSM4066256,TRAIN,HUMAN
GSM4066532,TRAIN,HUMAN
GSM4067013,TRAIN,HUMAN
GSM4071706,TRAIN,HUMAN
GSM4071727,TRAIN,HUMAN
GSM4071731,TRAIN,HUMAN
GSM4071759,TRAIN,HUMAN
GSM4071798,TRAIN,HUMAN
GSM4072895,TRAIN,HUMAN
GSM4073662,TRAIN,HUMAN
GSM4074580,TRAIN,HUMAN
GSM4074582,TRAIN,HUMAN
GSM4075102,TRAIN,HUMAN
GSM4075116,TRAIN,HUMAN
GSM4075662,TRAIN,HUMAN
GSM4075686,TRAIN,HUMAN
GSM4075934,TRAIN,HUMAN
GSM4077463,TRAIN,HUMAN
GSM4077465,TRAIN,HUMAN
GSM4078703,TRAIN,HUMAN
GSM4078866,TRAIN,HUMAN
GSM4079083,TRAIN,HUMAN
GSM4079144,TRAIN,HUMAN
GSM4079259,TRAIN,HUMAN
GSM4079492,TRAIN,HUMAN
GSM4079507,TRAIN,HUMAN
GSM4079537,TRAIN,HUMAN
GSM4079597,TRAIN,HUMAN
GSM4079644,TRAIN,HUMAN
GSM4080116,TRAIN,HUMAN
GSM4080169,TRAIN,HUMAN
GSM4081722,TRAIN,HUMAN
GSM4081724,TRAIN,HUMAN
GSM4081849,TRAIN,HUMAN
GSM4081913,TRAIN,HUMAN
GSM4083863,TRAIN,HUMAN
GSM4083905,TRAIN,HUMAN
GSM4084027,TRAIN,HUMAN
GSM4084997,TRAIN,HUMAN
GSM4087045,TRAIN,HUMAN
GSM4087846,TRAIN,HUMAN
GSM4087850,TRAIN,HUMAN
GSM4089801,TRAIN,HUMAN
GSM4089957,TRAIN,HUMAN
GSM4089988,TRAIN,HUMAN
GSM4090029,TRAIN,HUMAN
GSM4090104,TRAIN,HUMAN
GSM4091130,TRAIN,HUMAN
GSM4092187,TRAIN,HUMAN
GSM4094351,TRAIN,HUMAN
GSM4094662,TRAIN,HUMAN
GSM4095248,TRAIN,HUMAN
GSM4095261,TRAIN,HUMAN
GSM4096626,TRAIN,HUMAN
GSM4096628,TRAIN,HUMAN
GSM4096922,TRAIN,HUMAN
GSM4097279,TRAIN,HUMAN
GSM4097435,TRAIN,HUMAN
GSM4098785,TRAIN,HUMAN
GSM4098969,TRAIN,HUMAN
GSM4101971,TRAIN,HUMAN
GSM4102085,TRAIN,HUMAN
GSM4105229,TRAIN,HUMAN
GSM4106002,TRAIN,HUMAN
GSM4107673,TRAIN,HUMAN
GSM4107747,TRAIN,HUMAN
GSM4109616,TRAIN,HUMAN
GSM4109618,TRAIN,HUMAN
GSM4109639,TRAIN,HUMAN
GSM4109984,TRAIN,HUMAN
GSM4113797,TRAIN,HUMAN
GSM4113860,TRAIN,HUMAN
GSM4114342,TRAIN,HUMAN
GSM4114372,TRAIN,HUMAN
GSM4114443,TRAIN,HUMAN
GSM4114795,TRAIN,HUMAN
GSM4115613,TRAIN,HUMAN
GSM4115641,TRAIN,HUMAN
GSM4117272,TRAIN,HUMAN
GSM4117313,TRAIN,HUMAN
GSM4117494,TRAIN,HUMAN
GSM4117592,TRAIN,HUMAN
GSM4117608,TRAIN,HUMAN
GSM4117634,TRAIN,HUMAN
GSM4117912,TRAIN,HUMAN
GSM4118522,TRAIN,HUMAN
GSM4118523,TRAIN,HUMAN
GSM4118575,TRAIN,HUMAN
GSM4118992,TRAIN,HUMAN
GSM4119008,TRAIN,HUMAN
GSM4119089,TRAIN,HUMAN
GSM4119213,TRAIN,HUMAN
GSM4119318,TRAIN,HUMAN
GSM4119335,TRAIN,HUMAN
GSM4119639,TRAIN,HUMAN
GSM4120591,TRAIN,HUMAN
GSM4120648,TRAIN,HUMAN
GSM4120682,TRAIN,HUMAN
GSM4125788,TRAIN,HUMAN
GSM4125874,TRAIN,HUMAN
GSM4128560,TRAIN,HUMAN
GSM4128665,TRAIN,HUMAN
GSM4128692,TRAIN,HUMAN
GSM4128703,TRAIN,HUMAN
GSM4128705,TRAIN,HUMAN
GSM4130255,TRAIN,HUMAN
GSM4131013,TRAIN,HUMAN
GSM4132106,TRAIN,HUMAN
GSM4132995,TRAIN,HUMAN
GSM4133036,TRAIN,HUMAN
GSM4133066,TRAIN,HUMAN
GSM4133174,TRAIN,HUMAN
GSM4133237,TRAIN,HUMAN
GSM4133895,TRAIN,HUMAN
GSM4134224,TRAIN,HUMAN
GSM4134235,TRAIN,HUMAN
GSM4135860,TRAIN,HUMAN
GSM4136323,TRAIN,HUMAN
GSM4136980,TRAIN,HUMAN
GSM4138618,TRAIN,HUMAN
GSM4139236,TRAIN,HUMAN
GSM4139278,TRAIN,HUMAN
GSM4139314,TRAIN,HUMAN
GSM4141862,TRAIN,HUMAN
GSM4143977,TRAIN,HUMAN
GSM4144589,TRAIN,HUMAN
GSM4145356,TRAIN,HUMAN
GSM4147279,TRAIN,HUMAN
GSM4148661,TRAIN,HUMAN
GSM4148707,TRAIN,HUMAN
GSM4148715,TRAIN,HUMAN
GSM4149727,TRAIN,HUMAN
GSM4150319,TRAIN,HUMAN
GSM4150441,TRAIN,HUMAN
GSM4150585,TRAIN,HUMAN
GSM4150586,TRAIN,HUMAN
GSM4151518,TRAIN,HUMAN
GSM4151651,TRAIN,HUMAN
GSM4153433,TRAIN,HUMAN
GSM4154221,TRAIN,HUMAN
GSM4154226,TRAIN,HUMAN
GSM4154543,TRAIN,HUMAN
GSM4156298,TRAIN,HUMAN
GSM4156685,TRAIN,HUMAN
GSM4156897,TRAIN,HUMAN
GSM4159112,TRAIN,HUMAN
GSM4159498,TRAIN,HUMAN
GSM4160268,TRAIN,HUMAN
GSM4160407,TRAIN,HUMAN
GSM4161245,TRAIN,HUMAN
GSM4161971,TRAIN,HUMAN
GSM4162226,TRAIN,HUMAN
GSM4173613,TRAIN,HUMAN
GSM4173627,TRAIN,HUMAN
GSM4175070,TRAIN,HUMAN
GSM4178149,TRAIN,HUMAN
GSM4182151,TRAIN,HUMAN
GSM4182155,TRAIN,HUMAN
GSM4182256,TRAIN,HUMAN
GSM4182329,TRAIN,HUMAN
GSM4182335,TRAIN,HUMAN
GSM4182493,TRAIN,HUMAN
GSM4183114,TRAIN,HUMAN
GSM4183266,TRAIN,HUMAN
GSM4183304,TRAIN,HUMAN
GSM4183332,TRAIN,HUMAN
GSM4186748,TRAIN,HUMAN
GSM4186750,TRAIN,HUMAN
GSM4186868,TRAIN,HUMAN
GSM4191450,TRAIN,HUMAN
GSM4191535,TRAIN,HUMAN
GSM4191561,TRAIN,HUMAN
GSM4192413,TRAIN,HUMAN
GSM4192546,TRAIN,HUMAN
GSM4192617,TRAIN,HUMAN
GSM4195180,TRAIN,HUMAN
GSM4195208,TRAIN,HUMAN
GSM4196150,TRAIN,HUMAN
GSM4196454,TRAIN,HUMAN
GSM4196470,TRAIN,HUMAN
GSM4197009,TRAIN,HUMAN
GSM4197030,TRAIN,HUMAN
GSM4197114,TRAIN,HUMAN
GSM4197502,TRAIN,HUMAN
GSM4197720,TRAIN,HUMAN
GSM4198027,TRAIN,HUMAN
GSM4198326,TRAIN,HUMAN
GSM4198622,TRAIN,HUMAN
GSM4198644,TRAIN,HUMAN
GSM4201759,TRAIN,HUMAN
GSM4201798,TRAIN,HUMAN
GSM4202195,TRAIN,HUMAN
GSM4202724,TRAIN,HUMAN
GSM4205165,TRAIN,HUMAN
GSM4205749,TRAIN,HUMAN
GSM4210797,TRAIN,HUMAN
GSM4211212,TRAIN,HUMAN
GSM4211216,TRAIN,HUMAN
GSM4213187,TRAIN,HUMAN
GSM4213861,TRAIN,HUMAN
GSM4213881,TRAIN,HUMAN
GSM4213897,TRAIN,HUMAN
GSM4214903,TRAIN,HUMAN
GSM4214904,TRAIN,HUMAN
GSM4214925,TRAIN,HUMAN
GSM4215045,TRAIN,HUMAN
GSM4215508,TRAIN,HUMAN
GSM4215897,TRAIN,HUMAN
GSM4215925,TRAIN,HUMAN
GSM4215937,TRAIN,HUMAN
GSM4216357,TRAIN,HUMAN
GSM4217414,TRAIN,HUMAN
GSM4217810,TRAIN,HUMAN
GSM4219529,TRAIN,HUMAN
GSM4219532,TRAIN,HUMAN
GSM4219536,TRAIN,HUMAN
GSM4219541,TRAIN,HUMAN
GSM4219706,TRAIN,HUMAN
GSM4219737,TRAIN,HUMAN
GSM4220593,TRAIN,HUMAN
GSM4222084,TRAIN,HUMAN
GSM4222087,TRAIN,HUMAN
GSM4222538,TRAIN,HUMAN
GSM4222661,TRAIN,HUMAN
GSM4222761,TRAIN,HUMAN
GSM4223949,TRAIN,HUMAN
GSM4224901,TRAIN,HUMAN
GSM4225226,TRAIN,HUMAN
GSM4225262,TRAIN,HUMAN
GSM4225527,TRAIN,HUMAN
GSM4225689,TRAIN,HUMAN
GSM4225815,TRAIN,HUMAN
GSM4226497,TRAIN,HUMAN
GSM4226628,TRAIN,HUMAN
GSM4230103,TRAIN,HUMAN
GSM4231598,TRAIN,HUMAN
GSM4233010,TRAIN,HUMAN
GSM4233012,TRAIN,HUMAN
GSM4237532,TRAIN,HUMAN
GSM4237550,TRAIN,HUMAN
GSM4238329,TRAIN,HUMAN
GSM4238340,TRAIN,HUMAN
GSM4239636,TRAIN,HUMAN
GSM4239863,TRAIN,HUMAN
GSM4239868,TRAIN,HUMAN
GSM4240758,TRAIN,HUMAN
GSM4241127,TRAIN,HUMAN
GSM4247505,TRAIN,HUMAN
GSM4247513,TRAIN,HUMAN
GSM4247515,TRAIN,HUMAN
GSM4250968,TRAIN,HUMAN
GSM4251003,TRAIN,HUMAN
GSM4251018,TRAIN,HUMAN
GSM4251545,TRAIN,HUMAN
GSM4252260,TRAIN,HUMAN
GSM4252278,TRAIN,HUMAN
GSM4256672,TRAIN,HUMAN
GSM4257147,TRAIN,HUMAN
GSM4257160,TRAIN,HUMAN
GSM4257421,TRAIN,HUMAN
GSM4257429,TRAIN,HUMAN
GSM4257780,TRAIN,HUMAN
GSM4257847,TRAIN,HUMAN
GSM4259046,TRAIN,HUMAN
GSM4259517,TRAIN,HUMAN
GSM4259624,TRAIN,HUMAN
GSM4259677,TRAIN,HUMAN
GSM4259704,TRAIN,HUMAN
GSM4259724,TRAIN,HUMAN
GSM4259876,TRAIN,HUMAN
GSM4260917,TRAIN,HUMAN
GSM4260993,TRAIN,HUMAN
GSM4261594,TRAIN,HUMAN
GSM4261711,TRAIN,HUMAN
GSM4261733,TRAIN,HUMAN
GSM4271896,TRAIN,HUMAN
GSM4272763,TRAIN,HUMAN
GSM4272861,TRAIN,HUMAN
GSM4273531,TRAIN,HUMAN
GSM4274536,TRAIN,HUMAN
GSM4276388,TRAIN,HUMAN
GSM4276458,TRAIN,HUMAN
GSM4277162,TRAIN,HUMAN
GSM4277323,TRAIN,HUMAN
GSM4277714,TRAIN,HUMAN
GSM4277831,TRAIN,HUMAN
GSM4278755,TRAIN,HUMAN
GSM4279704,TRAIN,HUMAN
GSM4280583,TRAIN,HUMAN
GSM4280624,TRAIN,HUMAN
GSM4282777,TRAIN,HUMAN
GSM4282779,TRAIN,HUMAN
GSM4282913,TRAIN,HUMAN
GSM4284503,TRAIN,HUMAN
GSM4284683,TRAIN,HUMAN
GSM4284719,TRAIN,HUMAN
GSM4284740,TRAIN,HUMAN
GSM4285472,TRAIN,HUMAN
GSM4285575,TRAIN,HUMAN
GSM4286106,TRAIN,HUMAN
GSM4286108,TRAIN,HUMAN
GSM4286132,TRAIN,HUMAN
GSM4286146,TRAIN,HUMAN
GSM4286832,TRAIN,HUMAN
GSM4286850,TRAIN,HUMAN
GSM4286934,TRAIN,HUMAN
GSM4287071,TRAIN,HUMAN
GSM4288026,TRAIN,HUMAN
GSM4288778,TRAIN,HUMAN
GSM4288964,TRAIN,HUMAN
GSM4288981,TRAIN,HUMAN
GSM4289486,TRAIN,HUMAN
GSM4293029,TRAIN,HUMAN
GSM4293096,TRAIN,HUMAN
GSM4293120,TRAIN,HUMAN
GSM4293188,TRAIN,HUMAN
GSM4293193,TRAIN,HUMAN
GSM4293630,TRAIN,HUMAN
GSM4294409,TRAIN,HUMAN
GSM4294513,TRAIN,HUMAN
GSM4295055,TRAIN,HUMAN
GSM4295098,TRAIN,HUMAN
GSM4296920,TRAIN,HUMAN
GSM4297181,TRAIN,HUMAN
GSM4299154,TRAIN,HUMAN
GSM4299667,TRAIN,HUMAN
GSM4301102,TRAIN,HUMAN
GSM4301500,TRAIN,HUMAN
GSM4303892,TRAIN,HUMAN
GSM4304016,TRAIN,HUMAN
GSM4304198,TRAIN,HUMAN
GSM4304249,TRAIN,HUMAN
GSM4304368,TRAIN,HUMAN
GSM4304571,TRAIN,HUMAN
GSM4304938,TRAIN,HUMAN
GSM4305016,TRAIN,HUMAN
GSM4305168,TRAIN,HUMAN
GSM4307133,TRAIN,HUMAN
GSM4308807,TRAIN,HUMAN
GSM4308808,TRAIN,HUMAN
GSM4314829,TRAIN,HUMAN
GSM4314865,TRAIN,HUMAN
GSM4317548,TRAIN,HUMAN
GSM4317606,TRAIN,HUMAN
GSM4319472,TRAIN,HUMAN
GSM4319545,TRAIN,HUMAN
GSM4322698,TRAIN,HUMAN
GSM4322717,TRAIN,HUMAN
GSM4322823,TRAIN,HUMAN
GSM4322869,TRAIN,HUMAN
GSM4331059,TRAIN,HUMAN
GSM4331262,TRAIN,HUMAN
GSM4333302,TRAIN,HUMAN
GSM4336459,TRAIN,HUMAN
GSM4337000,TRAIN,HUMAN
GSM4337180,TRAIN,HUMAN
GSM4337495,TRAIN,HUMAN
GSM4339906,TRAIN,HUMAN
GSM4339958,TRAIN,HUMAN
GSM4344479,TRAIN,HUMAN
GSM4351917,TRAIN,HUMAN
GSM4352035,TRAIN,HUMAN
GSM4364052,TRAIN,HUMAN
GSM4364790,TRAIN,HUMAN
GSM4364991,TRAIN,HUMAN
GSM4365076,TRAIN,HUMAN
GSM4365328,TRAIN,HUMAN
GSM4365581,TRAIN,HUMAN
GSM4378589,TRAIN,HUMAN
GSM4378726,TRAIN,HUMAN
GSM4378734,TRAIN,HUMAN
GSM4378738,TRAIN,HUMAN
GSM4384730,TRAIN,HUMAN
GSM4384737,TRAIN,HUMAN
GSM4384978,TRAIN,HUMAN
GSM4386947,TRAIN,HUMAN
GSM4387232,TRAIN,HUMAN
GSM4391820,TRAIN,HUMAN
GSM4392024,TRAIN,HUMAN
GSM4403314,TRAIN,HUMAN
GSM4403602,TRAIN,HUMAN
GSM4403627,TRAIN,HUMAN
GSM4404093,TRAIN,HUMAN
GSM4408198,TRAIN,HUMAN
GSM4408840,TRAIN,HUMAN
GSM4408902,TRAIN,HUMAN
GSM4408969,TRAIN,HUMAN
GSM4408993,TRAIN,HUMAN
